Construction,Direction,District,Floor,Garden,Id,Layout,Price,Region,Renovation,Size,Subway,Taxfree,UnitPrice
板楼,南北,哈尔滨新区,7,江霆华府,102103814787,1室2厅,49.8,呼兰区,简装,71.0,否,否,7
板楼,南北,哈尔滨新区,7,江霆华府,102103281960,2室2厅,82.5,呼兰区,其他,113.0,否,否,7
板楼,南北,哈尔滨新区,7,江霆华府,102101444034,2室1厅,51,呼兰区,简装,101.0,否,否,7
平房,南北,哈尔滨新区,17,江霆华府,102103460457,2室1厅,78,呼兰区,其他,107.0,否,否,17
板楼,南北,哈尔滨新区,10,江霆华府,102103647072,2室1厅,89.8,呼兰区,其他,122.0,否,否,10
板楼,南北,哈尔滨新区,12,江霆华府,102104177591,2室1厅,95.8,呼兰区,其他,122.0,否,否,12
板楼,南北,哈尔滨新区,18,枫林溪语,102101804420,3室1厅,68.8,呼兰区,毛坯,128.0,否,否,18
板楼,南北,哈尔滨新区,17,江霆华府,102104166382,2室1厅,73,呼兰区,其他,101.0,否,否,17
板楼,南北,哈尔滨新区,12,江霆华府,102101581112,2室1厅,138,呼兰区,精装,141.0,否,否,12
板楼,南北,群力新区,18,宝石花园,102103932032,3室2厅,162.8,道里,精装,120.0,否,否,18
板楼,南北,群力新区,22,群力家园E区,102103807284,2室1厅,135,道里,简装,108.0,否,否,22
板塔结合,南北,安字片,7,安升街(安心街),102103719583,2室1厅,43,道里,其他,50.0,否,否,7
板塔结合,南北,西大桥商圈,14,欧洲新城,102103772508,3室1厅,168,道里,简装,141.0,否,否,14
板楼,南北,群力新区,24,群力新城中区,102103304429,3室2厅,229,道里,精装,162.0,否,否,24
板楼,东南北,建国公园,8,丁香名苑,102103759762,2室1厅,73.8,道里,其他,77.0,否,否,8
板楼,南北,公路大桥,7,光华小区,102103747522,2室1厅,43.8,道里,精装,53.0,否,否,7
板楼,南北,群力新区,30,盛和世纪,102103499472,3室2厅,365,道里,精装,180.0,否,否,30
板楼,南北,建国公园,8,建国城市花园,102103306065,2室1厅,69,道里,其他,89.0,否,否,8
板楼,南北,爱建,32,中兴家园,102103584284,2室1厅,99.8,道里,简装,92.0,否,否,32
板楼,南北,群力新区,26,群力家园k区,102102620296,2室1厅,132,道里,其他,120.0,否,否,26
板楼,南北,群力新区,26,中海寰宇天下,102103992381,2室1厅,135,道里,其他,89.0,否,否,26
板楼,南北,工农大街,31,理想0451,102103502783,2室1厅,130,道里,精装,105.0,否,否,31
板楼,南北,公路大桥,7,光华小区,102102568269,2室1厅,34,道里,精装,42.0,否,否,7
板楼,南北,群力新区,7,河松小区一期,102103269210,2室1厅,48.8,道里,精装,52.0,否,否,7
板楼,西,群力新区,31,银泰城一期,102101306504,1室1厅,104,道里,精装,76.0,否,否,31
板楼,南北,安字片,7,安丰街,102103447016,1室1厅,40,道里,精装,53.0,否,否,7
板楼,东西,兆麟校,7,公园街,102103714408,1室1厅,31,道里,简装,32.0,否,否,7
板楼,南北,工农大街,18,玫瑰湾小区西区,102103235515,3室2厅,198,道里,精装,140.0,否,否,18
板楼,西,公路大桥,8,建国南头道街,102101682700,1室1厅,28,道里,精装,32.0,否,否,8
板楼,西南,顾乡凯德广场,22,天合俊景,102102630724,1室1厅,82,道里,简装,71.0,否,否,22
板楼,南,公路大桥,8,民安小区(道里区),102103886298,2室1厅,50,道里,精装,71.0,否,否,8
板楼,南,哈西商圈,32,哈西民主家园,102103447480,1室1厅,63.8,道里,精装,61.0,否,否,32
板楼,南,顾乡凯德广场,30,湖景春晓,102103831169,1室1厅,75,道里,精装,64.0,否,否,30
板楼,南北,安字片,8,安固街,102103195006,2室1厅,46,道里,简装,66.0,否,否,8
板塔结合,南北,群力新区,7,河松小区一期,102103978580,3室1厅,72,道里,简装,87.0,否,否,7
板楼,南北,顾乡大街,7,三精家园,102103418832,2室1厅,78,道里,简装,105.0,否,否,7
板楼,东,工农大街,32,翡翠城,102103767676,1室1厅,70,道里,精装,55.0,否,否,32
板楼,南,建国公园,8,新阳路,102103156672,2室1厅,87,道里,精装,89.0,否,否,8
塔楼,南北,建国公园,7,正阳花园,102103320409,2室1厅,67,道里,精装,72.0,否,否,7
板楼,南北,哈尔滨新区,23,辰能·溪树河谷,102103285600,3室1厅,115,呼兰区,毛坯,104.0,否,否,23
板楼,南北,哈尔滨新区,15,辰能·溪树河谷,102102551563,2室2厅,128,呼兰区,精装,124.0,否,否,15
板楼,南,哈尔滨新区,25,江霆华府,102103993189,2室1厅,75.8,呼兰区,精装,113.0,否,否,25
板楼,南北,哈尔滨新区,14,辰能·溪树河谷,102103508304,2室2厅,110,呼兰区,精装,127.0,否,否,14
板楼,南,哈尔滨新区,7,枫林溪语,102101509286,1室1厅,24,呼兰区,精装,50.0,否,否,7
暂无数据,南北,哈尔滨新区,7,江霆华府,102103993175,2室2厅,67,呼兰区,精装,90.0,否,否,7
板楼,东南北,哈尔滨新区,23,辰能·溪树河谷,102103724155,3室1厅,110,呼兰区,其他,103.0,否,否,23
板楼,南西,哈尔滨新区,17,江霆华府,102103150211,2室1厅,59.8,呼兰区,简装,73.0,否,否,17
板楼,东南西,哈尔滨新区,17,枫林溪语,102101846269,2室1厅,52.5,呼兰区,精装,83.0,否,否,17
板楼,南北,哈尔滨新区,16,江霆华府,102103125025,2室1厅,62,呼兰区,精装,83.0,否,否,16
暂无数据,南北,哈尔滨新区,1,江霆华府,102103890412,2室2厅,84.8,呼兰区,精装,95.0,否,否,1
板楼,西,哈尔滨新区,25,江霆华府,102103167548,2室1厅,66.8,呼兰区,精装,81.0,否,否,25
板楼,南北,哈尔滨新区,21,辰能·溪树河谷,102102274140,2室1厅,125,呼兰区,精装,107.0,否,否,21
板楼,南北,哈尔滨新区,15,辰能·溪树河谷,102102128139,2室1厅,125,呼兰区,精装,125.0,否,否,15
板楼,南北,哈尔滨新区,7,江霆华府,102103912190,2室1厅,47.8,呼兰区,其他,70.0,否,否,7
板楼,西,哈尔滨新区,6,江霆华府,102103516973,1室1厅,56.8,呼兰区,其他,68.0,否,否,6
板楼,南,哈尔滨新区,7,江霆华府,102102993076,2室1厅,56.8,呼兰区,其他,66.0,否,否,7
平房,南北,哈尔滨新区,17,江霆华府,102103304530,1室1厅,63,呼兰区,其他,81.0,否,否,17
板塔结合,东,哈尔滨新区,18,江霆华府,102102703244,1室1厅,56,呼兰区,其他,73.0,否,否,18
板楼,南北,哈尔滨新区,21,辰能·溪树河谷,102102819146,2室1厅,96,呼兰区,其他,98.0,否,否,21
板楼,南北,哈尔滨新区,11,辰能·溪树河谷,102103655367,3室2厅,130,呼兰区,其他,110.0,否,否,11
板楼,东南北,哈尔滨新区,7,江霆华府,102103202254,2室1厅,52.8,呼兰区,其他,71.0,否,否,7
板楼,南,哈尔滨新区,18,枫林溪语,102103218224,1室1厅,42,呼兰区,其他,63.0,否,否,18
板楼,东西,哈尔滨新区,17,江霆华府,102103031043,2室2厅,75.8,呼兰区,其他,101.0,否,否,17
板楼,南北东,哈尔滨新区,7,江霆华府,102102787648,2室1厅,79.8,呼兰区,其他,98.0,否,否,7
板楼,南北,哈尔滨新区,7,江霆华府,102103813618,2室1厅,75,呼兰区,其他,101.0,否,否,7
板楼,南北,哈尔滨新区,8,江霆华府,102103698258,2室2厅,79.7,呼兰区,其他,59.0,否,否,8
板楼,南北,呼兰商圈,17,长禹星港湾,102102942408,2室1厅,65.5,呼兰区,其他,96.0,否,否,17
板楼,北南,哈尔滨新区,28,江霆华府,102103203424,2室1厅,85.8,呼兰区,其他,108.0,否,否,28
板楼,南,哈尔滨新区,17,枫林溪语,102103082707,1室1厅,26,呼兰区,其他,45.0,否,否,17
板楼,南北,哈尔滨新区,7,枫林溪语,102104034239,2室1厅,39.8,呼兰区,毛坯,66.0,否,否,7
板楼,东南北,哈尔滨新区,7,江霆华府,102104058583,2室1厅,68.9,呼兰区,其他,85.0,否,否,7
板楼,南北,哈尔滨新区,17,江霆华府,102104066188,2室1厅,68,呼兰区,其他,88.0,否,否,17
板楼,西南,哈尔滨新区,17,江霆华府,102104068016,2室1厅,63,呼兰区,其他,77.0,否,否,17
板楼,西南,哈尔滨新区,25,江霆华府,102104154150,2室1厅,65.5,呼兰区,其他,81.0,否,否,25
板楼,南西北,哈尔滨新区,7,枫林溪语,102103047394,2室1厅,42,呼兰区,其他,80.0,否,否,7
平房,南北,哈尔滨新区,17,江霆华府,102103835936,2室1厅,64.8,呼兰区,其他,81.0,否,否,17
板塔结合,南,哈尔滨新区,16,江霆华府,102103790991,2室1厅,64.8,呼兰区,其他,77.0,否,否,16
板楼,南北,哈尔滨新区,21,辰能·溪树河谷,102102819436,2室1厅,99,呼兰区,其他,100.0,否,否,21
板楼,东,哈尔滨新区,17,江霆华府,102103824653,2室1厅,66.8,呼兰区,其他,73.0,否,否,17
板楼,南,哈尔滨新区,8,江霆华府,102103425430,2室1厅,97.8,呼兰区,其他,90.0,否,否,8
板塔结合,东南北,哈尔滨新区,7,枫林溪语,102103544860,2室1厅,23.8,呼兰区,简装,55.0,否,否,7
板塔结合,南北,哈尔滨新区,16,江霆华府,102103508384,2室1厅,68,呼兰区,其他,82.0,否,否,16
板楼,南,哈尔滨新区,17,江霆华府,102103801734,2室1厅,76.8,呼兰区,其他,88.0,否,否,17
板楼,南,哈尔滨新区,16,江霆华府,102103729558,2室1厅,69.8,呼兰区,其他,76.0,否,否,16
板楼,西,哈尔滨新区,25,江霆华府,102103830856,2室1厅,74.8,呼兰区,其他,82.0,否,否,25
板楼,南北,哈尔滨新区,7,江霆华府,102103419532,2室1厅,38.8,呼兰区,其他,58.0,否,否,7
板楼,南北,哈尔滨新区,15,辰能·溪树河谷,102103329342,2室1厅,108,呼兰区,毛坯,126.0,否,否,15
板楼,南北,哈尔滨新区,7,江霆华府,102103602959,2室1厅,59.8,呼兰区,精装,65.0,否,否,7
板楼,南北,哈尔滨新区,17,宜园公馆,102102995893,3室2厅,128,呼兰区,其他,183.0,否,否,17
板楼,南北,哈尔滨新区,17,宜园公馆,102103461709,2室2厅,125,呼兰区,其他,180.0,否,否,17
板楼,东西北,哈尔滨新区,6,江霆华府,102103068557,3室2厅,82.8,呼兰区,其他,103.0,否,否,6
板楼,南北,哈尔滨新区,23,辰能·溪树河谷,102102060351,2室1厅,94,呼兰区,其他,92.0,否,否,23
板楼,南北,哈尔滨新区,7,江霆华府,102102804779,3室1厅,104.8,呼兰区,其他,121.0,否,否,7
板楼,南北,哈尔滨新区,12,江霆华府,102102833903,3室1厅,120,呼兰区,精装,141.0,否,否,12
板楼,南北,哈尔滨新区,11,辰能·溪树河谷,102103338997,3室2厅,145,呼兰区,其他,153.0,否,否,11
板楼,南北,哈尔滨新区,17,枫林溪语,102103017167,2室1厅,57.6,呼兰区,简装,82.0,否,否,17
板楼,南北,哈尔滨新区,27,江霆华府,102101980511,2室1厅,93,呼兰区,毛坯,135.0,否,否,27
板楼,南北,哈尔滨新区,27,江霆华府,102101980439,2室1厅,96.8,呼兰区,精装,134.0,否,否,27
板楼,南,哈尔滨新区,7,江霆华府,102101390552,2室1厅,24.5,呼兰区,简装,46.0,否,否,7
板楼,南北,团结萧红校哈站北秀宾馆,8,地德里小区(抚顺街),102103406610,2室1厅,52.8,道里,精装,58.0,否,否,8
板楼,南,群力新区,7,河柏小区,102103941212,2室1厅,74.8,道里,精装,86.0,否,否,7
板塔结合,北南,群力新区,6,海富康城,102103035835,2室1厅,55,道里,简装,56.0,否,否,6
板楼,西,群力新区,25,恒大天地人和,102103935536,1室1厅,105,道里,简装,74.0,否,否,25
板楼,南,工农大街,20,漫步·巴黎,102103053762,1室0厅,68,道里,精装,53.0,否,否,20
板楼,南北,群力新区,20,恒大帝景,102103751479,2室1厅,120,道里,精装,83.0,否,否,20
板楼,南北,群力新区,26,群力家园C区,102103908986,2室1厅,129,道里,简装,113.0,否,否,26
板楼,南北,群力新区,26,中海寰宇天下,102103543196,2室1厅,130,道里,毛坯,89.0,否,否,26
塔楼,南北,顾乡凯德广场,32,宝宇荣耀天地,102103823930,2室1厅,172,道里,精装,137.0,否,否,32
板楼,西南,公路大桥,9,共乐小区,102103936488,2室1厅,31,道里,简装,40.0,否,否,9
板楼,南,群力新区,28,恒大帝景,102103616013,2室1厅,107,道里,精装,85.0,否,否,28
板塔结合,南北,爱建,32,中兴家园,102103686556,2室1厅,98.5,道里,简装,85.0,否,否,32
塔楼,南北,群力新区,9,运华广场道里区,102102618720,2室2厅,110,道里,精装,111.0,否,否,9
板楼,南北,群力新区,18,天鹅湾,102103909810,2室1厅,142,道里,简装,89.0,否,否,18
板楼,西南,兆麟校,16,金安美豪国际公寓,102103243060,2室1厅,99.8,道里,简装,82.0,否,否,16
板楼,东南,工农大街,12,漫步·巴黎,102104005686,1室1厅,96,道里,精装,68.0,否,否,12
板楼,南北西,建国公园,8,松滨里小区,102103708534,2室1厅,59.8,道里,简装,69.0,否,否,8
板楼,南北,群力新区,25,天鹅湾,102101939068,2室1厅,155.8,道里,毛坯,110.0,否,否,25
板楼,东西,工农大街,11,漫步·巴黎,102102779565,3室1厅,137,道里,精装,87.0,否,否,11
板楼,南,工农大街,27,理想0451,102101695361,1室1厅,84.8,道里,精装,70.0,否,否,27
板楼,南,群力新区,26,海富臻园,102104005794,1室1厅,85,道里,精装,56.0,否,否,26
板楼,南北,群力新区,8,群力家园G区,102103391173,2室1厅,78,道里,简装,66.0,否,否,8
板楼,东,顾乡大街,7,康安小区(道里区),102104154065,2室1厅,42.8,道里,其他,51.0,否,否,7
板楼,南,工农大街,19,漫步·巴黎,102104159870,2室1厅,110,道里,其他,70.0,否,否,19
板塔结合,东南西,群力新区,18,海富康城,102103951161,2室1厅,95,道里,简装,85.0,否,否,18
板楼,南北,群力新区,17,群力家园B区,102102865027,2室1厅,120,道里,其他,108.0,否,否,17
板楼,南北,工农大街,30,民生尚都瑞园,102103752234,2室0厅,48.8,道里,毛坯,65.0,否,否,30
板楼,东南,工农大街,32,翡翠城,102103454499,1室1厅,76,道里,其他,64.0,否,否,32
板塔结合,西,群力新区,7,河松小区二期,102103486113,2室1厅,59,道里,简装,71.0,否,否,7
板楼,西南,工农大街,7,报达文化嘉园第一期,102103573219,2室1厅,79,道里,精装,76.0,否,否,7
板楼,西南,顾乡凯德广场,27,清河湾小区,102103494555,2室1厅,66.8,道里,其他,72.0,否,否,27
板楼,西南,工农大街,7,报达文化嘉园第一期,102103573219,2室1厅,79,道里,精装,76.0,否,否,7
板塔结合,南北,顾乡大街,7,美晨家园,102103320492,2室1厅,78,道里,其他,69.0,否,否,7
板楼,南,哈西商圈,27,红星城,102103599943,2室1厅,71,道里,其他,75.0,否,否,27
塔楼,南北,顾乡凯德广场,27,宝宇荣耀天地,102103347994,2室1厅,160,道里,精装,118.0,否,否,27
板楼,南西,群力新区,18,海富禧园,102102786431,2室1厅,112,道里,简装,74.0,否,否,18
板楼,南,安字片,7,安升街(安心街),102103589392,2室1厅,37.8,道里,其他,50.0,否,否,7
板楼,西南,群力新区,31,恒大天地人和,102103685223,1室1厅,97,道里,其他,73.0,否,否,31
板楼,南北,工农大街,32,博尚雅居,102103762793,2室1厅,95,道里,其他,97.0,否,否,32
板塔结合,南,安字片,7,安顺街,102103934552,2室0厅,42,道里,简装,42.0,否,否,7
板楼,南北,工农大街,6,新城花园,102103979821,2室1厅,92,道里,精装,82.0,否,否,6
板楼,南北,建国公园,8,新阳路,102103812295,2室1厅,37.5,道里,其他,43.0,否,否,8
板楼,东南,哈西商圈,32,哈西民主家园,102103304687,2室1厅,94.8,道里,精装,95.0,否,否,32
板楼,南北,工农大街,6,新城花园,102102261360,2室1厅,98,道里,精装,82.0,否,否,6
板楼,南北,顾乡凯德广场,32,天合俊景,102103084602,2室1厅,135,道里,其他,108.0,否,否,32
板楼,南北,群力新区,7,河柏小区,102103928224,2室1厅,64,道里,简装,88.0,否,否,7
板楼,南北,顾乡凯德广场,7,清河湾小区,102103738528,2室1厅,55,道里,精装,57.0,否,否,7
板楼,南,群力新区,31,星光耀广场二期,102103690705,2室1厅,138,道里,其他,101.0,否,否,31
板楼,东南,工农大街,31,上和园著,102102538857,2室1厅,135,道里,精装,85.0,否,否,31
板楼,南,顾乡大街,9,康安小区(道里区),102102931033,2室1厅,49.8,道里,精装,53.0,否,否,9
板楼,南北,顾乡凯德广场,25,清河湾小区,102103525511,1室1厅,72,道里,其他,82.0,否,否,25
板楼,南,群力新区,32,民生尚都和园,102103277020,1室1厅,61,道里,简装,72.0,否,否,32
板塔结合,南北,爱建,8,达道街,102102295402,2室1厅,49,道里,精装,57.0,否,否,8
板楼,南北,建国公园,8,松滨里小区,102103556114,2室1厅,85.8,道里,简装,117.0,否,否,8
板楼,南北,群力新区,18,天鹅湾,102103697319,2室2厅,168,道里,精装,102.0,否,否,18
板塔结合,东南北,群力新区,7,海富康城,102103672145,2室1厅,76.8,道里,简装,87.0,否,否,7
板楼,南北,公路大桥,10,民安小区(道里区),102104005302,2室1厅,65.8,道里,简装,77.0,否,否,10
板楼,南北,哈西商圈,32,哈西民主家园,102103612378,2室1厅,68,道里,精装,72.0,否,否,32
板楼,南北,公路大桥,10,民安小区(道里区),102103964729,3室1厅,63.8,道里,精装,75.0,否,否,10
板楼,西南东北,哈西商圈,32,哈西民主家园,102103093427,2室1厅,105,道里,其他,102.0,否,否,32
板楼,南北,顾乡凯德广场,28,清河湾小区,102101845160,2室1厅,70,道里,精装,79.0,否,否,28
板楼,南,公路大桥,8,建国南头道街,102103992101,1室0厅,29.8,道里,其他,31.0,否,否,8
暂无数据,西北,顾乡凯德广场,22,清河湾小区,102103820473,2室1厅,68,道里,其他,66.0,否,否,22
板楼,南北,工农大街,25,民生尚都瑞园,102103875503,2室1厅,88,道里,简装,112.0,否,否,25
板塔结合,南,顾乡凯德广场,32,天合俊景,102102821036,1室1厅,69,道里,其他,57.0,否,否,32
板楼,南,建国公园,8,钢铁街住宅小区,102103261966,1室1厅,27.8,道里,精装,33.0,否,否,8
板楼,南北,群力新区,31,天鹅湾,102103487973,2室1厅,157,道里,精装,108.0,否,否,31
板楼,南北,群力新区,26,群力家园E区,102103926018,2室1厅,130,道里,毛坯,114.0,否,否,26
板楼,西,建国公园,21,紫金城,102103255149,1室1厅,59.8,道里,其他,57.0,否,否,21
板楼,南北,顾乡凯德广场,32,宝宇荣耀天地,102103882133,2室1厅,134,道里,其他,101.0,否,否,32
板楼,南,群力新区,30,翠湖天地璞园,102102304194,1室1厅,130,道里,精装,78.0,否,否,30
板塔结合,南,爱建,32,中兴家园,102103959214,1室1厅,82,道里,其他,82.0,否,否,32
板楼,东南,顾乡凯德广场,30,湖景春晓,102103727687,1室1厅,60.8,道里,精装,50.0,否,否,30
板楼,南北,群力新区,18,群力家园D区,102103178547,2室1厅,106,道里,精装,107.0,否,否,18
板楼,西北,工农大街,31,上和园著,102103989300,2室1厅,118,道里,其他,76.0,否,否,31
板塔结合,南北,顾乡大街,7,美晨家园,102103955823,2室1厅,78,道里,其他,69.0,否,否,7
板楼,南北,群力新区,8,海富御园,102103496825,2室1厅,157,道里,精装,107.0,否,否,8
板楼,南北,公路大桥,8,建河头道街,102103563077,2室1厅,44.8,道里,精装,52.0,否,否,8
板塔结合,东西,顾乡大街,19,美晨家园,102103994365,2室1厅,119,道里,简装,118.0,否,否,19
板楼,北南,群力新区,28,恒大帝景,102103337356,2室2厅,128,道里,精装,96.0,否,否,28
板塔结合,南北,顾乡大街,7,美晨家园,102103984692,2室1厅,103,道里,其他,97.0,否,否,7
板楼,西南,工农大街,24,翡翠城,102103491443,2室1厅,115,道里,精装,93.0,否,否,24
板楼,南北,群力新区,11,远大都市明珠南区,102103506468,2室1厅,128,道里,精装,106.0,否,否,11
板楼,南北,顾乡凯德广场,31,福順尚景,102103594029,2室1厅,128,道里,简装,100.0,否,否,31
板楼,南北,群力新区,31,中海寰宇天下,102103368933,2室1厅,145,道里,其他,100.0,否,否,31
板楼,南北,群力新区,31,恒大天地人和,102103461543,2室1厅,140,道里,精装,92.0,否,否,31
板楼,南北,群力新区,26,群力家园E区,102103969675,2室2厅,132,道里,简装,114.0,否,否,26
板塔结合,南北,顾乡大街,8,溪畔嘉园,102103985789,2室1厅,89,道里,其他,95.0,否,否,8
板楼,南,群力新区,28,桐楠阁领誉,102103227965,1室1厅,59,道里,简装,62.0,否,否,28
板楼,南,工农大街,28,群力新苑东区,102103143365,1室1厅,86.8,道里,精装,70.0,否,否,28
板楼,南北,群力新区,18,玫瑰湾小区东区,102103731939,3室2厅,187,道里,其他,134.0,否,否,18
板楼,东,群力新区,11,中海寰宇天下,102103600994,1室1厅,67,道里,精装,37.0,否,否,11
板楼,东南,工农大街,32,翡翠城,102103786519,2室1厅,94,道里,简装,77.0,否,否,32
板塔结合,南北,哈西商圈,7,科研小区,102104013458,2室1厅,78,道里,简装,90.0,否,否,7
板楼,东,工农大街,34,恒大雅苑,102103956344,1室1厅,60,道里,其他,65.0,否,否,34
板楼,南北,哈西商圈,33,西雅图水岸,102103073545,2室1厅,74,道里,毛坯,64.0,否,否,33
板楼,南,安字片,7,安德街,102103411041,2室1厅,50,道里,其他,60.0,否,否,7
板楼,南北,群力新区,24,恒盛皇家花园,102104006542,2室1厅,179,道里,其他,102.0,否,否,24
板楼,南北,群力新区,7,海富康城,102100722409,2室1厅,106,道里,精装,122.0,否,否,7
板楼,南,群力新区,30,翠湖天地璞园,102101367818,1室1厅,130,道里,精装,78.0,否,否,30
板塔结合,南北,群力新区,7,海富康城,102104152390,2室1厅,29.5,道里,其他,47.0,否,否,7
板楼,东,群力新区,9,河柏小区,102101355843,2室1厅,41.8,道里,精装,51.0,否,否,9
板楼,南西北,工农大街,16,天薇丽景园,102100760993,2室1厅,109,道里,精装,92.0,否,否,16
板楼,南北,安字片,8,安吉街,102101555682,3室1厅,69.8,道里,简装,79.0,否,否,8
板楼,南北,爱建,2,经纬十二道街,102102122766,3室2厅,136,道里,精装,138.0,否,否,2
板塔结合,南,爱建,7,工程小区,102104153194,2室1厅,75,道里,其他,64.0,否,否,7
板楼,南西,工农大街,11,漫步·巴黎,102104149683,1室1厅,83,道里,精装,51.0,否,否,11
板楼,南北,建国公园,8,钢铁街住宅小区,102104164092,2室1厅,22.8,道里,其他,44.0,否,否,8
板楼,东南北,工农大街,28,群力新苑东区,102100878625,2室1厅,105,道里,精装,87.0,否,否,28
板楼,南北,顾乡大街,7,利民街,102101756128,2室1厅,49,道里,精装,59.0,否,否,7
板楼,南,群力新区,30,中兴城,102102305974,1室1厅,55,道里,精装,52.0,否,否,30
板塔结合,西,爱建,8,达道街,102104135878,1室1厅,23,道里,简装,32.0,否,否,8
板楼,南北,群力新区,30,民生尚都和园,102104149117,2室1厅,53,道里,毛坯,68.0,否,否,30
板塔结合,南,公路大桥,7,民安小区(道里区),102104157983,1室1厅,28.8,道里,简装,31.0,是,否,7
板楼,南,建国公园,8,丁香名苑,102104156216,2室1厅,54.8,道里,简装,63.0,否,否,8
板楼,东西,群力新区,32,群力新城南区,102104164852,2室1厅,198,道里,精装,135.0,否,否,32
板楼,东西,兆麟校,4,买卖街,102104153546,2室1厅,43,道里,简装,59.0,否,否,4
板塔结合,南,公路大桥,8,民安小区(道里区),102104166983,1室1厅,29.6,道里,简装,31.0,否,否,8
板塔结合,南,群力新区,33,财智公馆,102104166535,2室1厅,87,道里,精装,68.0,否,否,33
板塔结合,东西,团结萧红校哈站北秀宾馆,8,地德里小区(地工街),102104168010,2室1厅,43,道里,精装,44.0,否,否,8
板楼,西北,工农大街,10,漫步·巴黎,102104172294,2室1厅,88,道里,其他,67.0,否,否,10
塔楼,南,爱建,20,润园,102101894945,2室1厅,173,道里,精装,101.0,否,否,20
板楼,东西,顾乡大街,8,达江小区,102102972377,2室1厅,49.5,道里,毛坯,55.0,否,否,8
板塔结合,南,建国公园,32,爱丁堡,102104130828,1室1厅,59.8,道里,精装,52.0,否,否,32
板楼,东西,顾乡大街,8,溪畔嘉园,102104140447,2室1厅,88,道里,其他,108.0,否,否,8
暂无数据,南北,安字片,6,安康街,102104139026,2室1厅,45,道里,其他,65.0,否,否,6
板楼,南北,群力新区,26,盛和天下,102104159336,3室2厅,600,道里,其他,217.0,否,否,26
板楼,东,群力新区,32,熙郡印象馨园,102104152932,1室0厅,46,道里,其他,48.0,否,否,32
板楼,东南,群力新区,31,恒大天地人和,102104138937,2室1厅,139.8,道里,其他,91.0,否,否,31
板塔结合,南北,公路大桥,7,阳明街,102104158938,2室1厅,69.8,道里,其他,82.0,否,否,7
板楼,西,建国公园,8,松源街,102104167502,1室1厅,26,道里,其他,36.0,否,否,8
板塔结合,南,群力新区,31,银泰城一期,102104166414,1室1厅,110,道里,其他,76.0,否,否,31
板楼,南北,群力新区,26,群力家园E区,102104164932,2室1厅,135,道里,精装,113.0,否,否,26
塔楼,南北,经纬街,8,经纬四道街,102104168270,1室1厅,70,道里,其他,48.0,否,否,8
板塔结合,南,公路大桥,8,河江街,102104161456,2室1厅,42,道里,其他,50.0,否,否,8
板塔结合,南,顾乡凯德广场,29,天合俊景,102104142529,2室1厅,88,道里,其他,75.0,否,否,29
板楼,南,群力新区,11,中海寰宇天下,102104167363,1室1厅,80,道里,其他,37.0,否,否,11
塔楼,南北,顾乡凯德广场,32,宝宇荣耀天地,102104160161,2室1厅,176,道里,精装,136.0,否,否,32
板塔结合,南,群力新区,6,海富康城,102104153294,1室1厅,33.8,道里,其他,39.0,否,否,6
板楼,南东,哈西商圈,32,恒祥城二期,102104164710,1室1厅,66.8,道里,其他,76.0,否,否,32
板楼,南北,顾乡凯德广场,24,天合俊景,102104145699,2室1厅,73,道里,简装,64.0,否,否,24
板楼,南,顾乡凯德广场,7,清河湾小区,102104145253,2室1厅,49.8,道里,其他,55.0,否,否,7
板楼,西南,西大桥商圈,7,通达街238-3号,102104159658,2室1厅,54.5,道里,其他,69.0,否,否,7
板楼,西南,顾乡凯德广场,27,清河湾小区,102104171584,1室1厅,65,道里,其他,69.0,否,否,27
板塔结合,南北,爱建,31,梧桐花园,102104169150,3室1厅,300,道里,精装,159.0,否,否,31
板楼,南北,群力新区,33,中海寰宇天下,102104169802,2室1厅,120,道里,其他,89.0,否,否,33
板楼,南北,顾乡凯德广场,7,清河湾小区,102104171374,2室1厅,43.5,道里,其他,55.0,否,否,7
板塔结合,南北,公路大桥,8,建河街,102104115005,2室1厅,52.8,道里,其他,59.0,否,否,8
板塔结合,南,安字片,8,安信街,102104101263,1室1厅,25,道里,简装,32.0,否,否,8
板楼,南北,公路大桥,7,河洲街,102104107078,1室1厅,43,道里,精装,57.0,否,否,7
板塔结合,南北,爱建,24,锦园,102104141500,4室1厅,295,道里,精装,201.0,否,否,24
板楼,南北,兆麟校,16,金安美豪国际公寓,102104154292,2室2厅,174,道里,简装,130.0,否,否,16
板塔结合,南北,中央大街,42,观江国际,102104152185,3室2厅,480,道里,毛坯,224.0,否,否,42
塔楼,东,中央大街,28,马迭尔大厦,102104165796,3室2厅,200,道里,精装,165.0,否,否,28
板楼,南北,公路大桥,7,品阁,102104047818,2室2厅,107,道里,简装,110.0,否,否,7
板楼,南北,群力新区,24,康泰嘉园,102104076863,3室1厅,168,道里,精装,168.0,否,否,24
板塔结合,东,爱建,30,爱建非常男女,102104154844,1室0厅,69,道里,其他,41.0,否,否,30
板楼,东,建国公园,8,建国街,102104114339,2室1厅,49,道里,其他,57.0,否,否,8
板楼,东西,顾乡大街,7,达江小区,102104148251,3室1厅,80,道里,其他,94.0,否,否,7
板楼,南北,群力新区,33,财智公馆,102104063440,3室1厅,198,道里,精装,125.0,否,否,33
板楼,南北,工农大街,27,丽水丁香园,102104167298,3室2厅,260,道里,其他,151.0,否,否,27
